,stop_name,Number of trips
5257,Oslobođenja,70
5254,Oslobođenja,70
3771,Kp Dom,70
5932,Šumareva Kuća,70
5935,Šumareva Kuća,70
3783,Put Za Vrbovski,70
7526,Mali Mokri Lug (Crkva),70
7527,Mali Mokri Lug (Crkva),70
6800,Trafostanica,70
6803,Strahinje Petrović,70
7796,Crkva Sv. Atanasija Velikog,70
5923,Glumčevo Brdo /Gorčinac/,70
7951,Timočke Divizije,70
6503,Svete Milutinovića,70
6504,Svete Milutinovića,70
7933,Generala Štefanika,70
3777,Sefkereški Kanal,70
7939,Generala Vladimira Kondića,70
7945,Pukovnika Petra Mišića,70
6606,Put Za Brest,69
5873,Brđani /Simići/,69
6605,Put Za Brest,69
5919,Draženovac,69
5918,Draženovac,69
4490,Leštane /Ulaz/,69
4492,Leštane /Izlaz/,69
4493,Leštane /Izlaz/,69
6611,Put Za Lukiće,69
6612,Put Za Lukiće,69
6888,Progar,69
2982,Cvijićeva,69
6887,Progar,69
4564,Naselje Klenak,69
2126,Pogon Kosmaj,69
2125,Pogon Kosmaj,69
4558,Narodnog Fronta,69
2124,Pogon Kosmaj,69
4489,Leštane /Ulaz/,69
5874,Brđani /Simići/,69
5906,Draženovac 2,69
5879,Put Za Žuti Breg,69
5880,Put Za Žuti Breg,69
5901,Draženovac 1,69
5900,Draženovac 1,69
5913,Draženovac 3,69
5907,Draženovac 2,69
5912,Draženovac 3,69
5885,Brđani /Škola/,69
5886,Brđani /Škola/,69
5895,Ripanj /Brđani/,69
5894,Ripanj /Brđani/,69
5909,Draženovac 2,68
5921,Draženovac,68
5876,Brđani /Simići/,68
5910,Draženovac 2,68
4259,Bećarevo Brdo,68
4253,Plantaža,68
5904,Draženovac 1,68
4241,Hladnjača Pkb,68
5915,Draženovac 3,68
5916,Draženovac 3,68
4247,Vikendice,68
5922,Draženovac,68
5903,Draženovac 1,68
5877,Brđani /Simići/,68
5892,Ripanj /Brđani/,68
6958,Blok 26,68
6955,Blok 26,68
5891,Ripanj /Brđani/,68
5889,Brđani /Škola/,68
5888,Brđani /Škola/,68
5883,Put Za Žuti Breg,68
3780,Put Za Vrbovski,68
5882,Put Za Žuti Breg,68
3774,Sefkereški Kanal,68
3768,Kp Dom,68
7395,Bare,68
7783,Bulevar Crvene Armije,68
6615,Put Za Lukiće,68
6614,Put Za Lukiće,68
6609,Put Za Brest,68
6608,Put Za Brest,68
4751,Put Za Beli Potok,67
4760,Beli Potok /Centar/,67
4759,Beli Potok /Centar/,67
4757,Beli Potok /Ulaz/,67
4756,Beli Potok /Ulaz/,67
4754,Beli Potok /Ulaz/,67
4753,Beli Potok /Ulaz/,67
4748,Put Za Beli Potok,67
4750,Put Za Beli Potok,67
5758,Bbp Makiš,67
4747,Put Za Beli Potok,67
2663,Nedeljka Gvozdenovića,67
2981,Bežanijska Kosa /Groblje/,67
5537,Kej Oslobođenja,67
5538,Kej Oslobođenja,67
3458,Bežanijska Kosa /Groblje/,67
2200,Kozjačka,67
2227,Senjačka,67
2213,Topčiderska Zvezda,67
2222,Vojislava Vučkovića,67
2221,Vojislava Vučkovića,67
2219,Vase Pelagića,67
2218,Vase Pelagića,67
2216,Vase Pelagića,67
5927,Glumčevo Brdo /Gorčinac/,67
2215,Vase Pelagića,67
2212,Topčiderska Zvezda,67
2225,Vojislava Vučkovića,67
2210,Topčiderska Zvezda,67
2209,Topčiderska Zvezda,67
2201,Kozjačka,67
6569,Glumčevo Brdo 1,67
182,Batutova,67
181,Batutova,67
89,Bežanijska Kosa /Grčka/,67
2228,Senjačka,67
2224,Vojislava Vučkovića,67
6347,Beli Potok /Centar/,67
6342,Oš Vasa Čarapić,67
6348,Beli Potok /Centar/,67
6344,Oš Vasa Čarapić,67
8654,Pružni Prelaz,67
8651,Pružni Prelaz,67
6341,Oš Vasa Čarapić,67
6118,Brodotehnika,67
6345,Oš Vasa Čarapić,67
6112,Neoplanta,67
7708,Pećani (Groblje),66
5605,Veliki Trafo,66
5364,Kej Oslobođenja,66
8227,Lipovica (Policija),66
5363,Kej Oslobođenja,66
5608,Radovanovićevo,66
4238,Hladnjača Pkb,66
4244,Vikendice,66
5671,V. Moštanica - Ekonom.,66
5791,Garaža Novi Beograd,66
5701,Pećani /Škola/,66
5674,V. Moštanica - Crkva,66
8866,Trg Slavija,66
8960,Moračko Brdo,66
8865,Trg Slavija,66
6109,Neoplanta,66
7392,Bare,66
6115,Brodotehnika,66
7786,Bulevar Crvene Armije,66
4567,Lipovačka,66
5566,Velika Moštanica - M,66
5593,Mali Trafo,66
5704,Blagoja Rankovića,66
4555,Narodnog Fronta,66
4250,Plantaža,66
590,Marčanska,66
4256,Bećarevo Brdo,66
5707,Umka - Karađorđeva,66
825,Sremčica,66
5755,Bbp Makiš,66
6454,Sremčica /Ulaz/,66
5710,Umka-Izlaz,66
5617,Lipovačka,66
5635,Stanićeva,66
4561,Naselje Klenak,66
7715,Žikina (Prilaz),66
589,Marčanska,66
7585,Milije Marinkovića,66
4981,Drage Vukićević,65
2799,Umka - Karađorđeva,65
3243,V. Moštanica - Crkva,65
4982,Drage Vukićević,65
158,Gradska Bolnica,65
6582,Mz Kumodraž,65
5455,Radovanovićevo,65
8171,Borča 3,65
8172,Borča 3,65
7245,Bulevar Peka Dapčevića,65
3280,Naselje Mileva Marić Ajnštajn,65
5458,Veliki Trafo,65
7794,Topola,65
4985,Drage Vukićević,65
8957,Moračko Brdo,65
6832,Stara Lipovica,65
2132,Vatrosprem,65
3240,Pećani /Škola/,65
8224,Velika Moštanica - M,65
2796,Umka - Izlaz,65
7582,Milije Marinkovića,65
7418,Batutova,65
7419,Batutova,65
3718,Blok 72,65
7248,Bulevar Peka Dapčevića,65
4984,Drage Vukićević,65
4991,Oslobođenja 1,65
4987,Oslobođenja 1,65
2138,Cvetna,65
3129,Blagoja Rankovića,65
6826,Lipovački Put 4 Deo,65
6820,Drenjak,65
7705,Pećani (Groblje),65
5539,Mali Trafo,65
2135,Vatrosprem,65
6838,Prvomajska,65
3504,V. Moštanica - Ekonom.,65
6932,Dom Zdravlja,65
3897,Stanićeva,65
157,Gradska Bolnica,65
8230,Lipovica (Policija),65
7042,Trebež,65
2775,Umka - Centar,65
4062,Gilino Voće,65
4993,Oslobođenja 2,65
4988,Oslobođenja 1,65
4996,Oslobođenja 2,65
4990,Oslobođenja 1,65
4994,Oslobođenja 2,65
4997,Oslobođenja 2,65
3255,Strugarska,64
8506,"Dom Zdravlja ""Labudovo Brdo""",64
8507,"Dom Zdravlja ""Labudovo Brdo""",64
9294,Emila Zatopeka 1,64
9295,Emila Zatopeka 1,64
6844,Trebež,64
2734,Dorćol /Src Milan Gale Muškatirović/,64
8508,"Dom Zdravlja ""Labudovo Brdo""",64
7040,Kumodraž (Stepina Kuća),64
6314,Dom Zdravlja,64
7223,Kortesarova,64
8509,"Dom Zdravlja ""Labudovo Brdo""",64
9297,Emila Zatopeka 1,64
9298,Emila Zatopeka 1,64
9300,Dijega Rivera 1,64
6747,Glavni Poštanski Centar,64
5562,Batajnica,64
2089,Mirijevo 3,64
7224,Kortesarova,64
8505,"Dom Zdravlja ""Labudovo Brdo""",64
6841,Prvomajska,64
6829,Lipovački Put 4 Deo,64
7227,Konstantina Kavafija,64
6823,Drenjak,64
6238,Naselje Vinogradi,64
6965,Matice Srpske /Pijaca/,64
6966,Matice Srpske /Pijaca/,64
7226,Konstantina Kavafija,64
6746,Glavni Poštanski Centar,64
2739,Novo Naselje,64
2745,Avalska,64
8259,Pogon Kosmaj,64
8258,Pogon Kosmaj,64
6835,Stara Lipovica,64
8504,"Dom Zdravlja ""Labudovo Brdo""",64
9310,Konstantina Kavafija 1,64
2090,Mirijevo 3,64
7230,Dijega Rivere,64
7229,Dijega Rivere,64
9303,Konstantina Kavafija 1,64
7403,Episkopa Nikolaja,64
6728,Glavni Poštanski Centar,64
6729,Glavni Poštanski Centar,64
7404,Episkopa Nikolaja,64
5553,Drage Mihajlovića,64
6712,Kružni Put,64
8257,Pogon Kosmaj,64
3715,Blok 72,64
8311,Beli Potok (Igralište),64
8310,Beli Potok (Igralište),64
8309,Beli Potok (Igralište),64
5559,Dalmatinskih Brigada,64
9304,Konstantina Kavafija 1,64
6972,Lazara Trifunovića,64
2735,Dorćol /Src Milan Gale Muškatirović/,64
2898,Stevana Đurđevića,64
9306,Episkopa Sergeja,64
9309,Konstantina Kavafija 1,64
6935,Milovana Čelebića,64
9301,Dijega Rivera 1,64
9307,Episkopa Sergeja,64
6971,Lazara Trifunovića,64
3268,Naselje Mileva Marić Ajnštajn,64
6763,Bosanske Krajine,63
4765,Minel 3,63
5578,Naselje Česma,63
6760,Braće Smiljanić,63
4764,Minel 3,63
4766,Minel 3,63
4762,Oš Vojvoda Putnik,63
4809,Minel 2,63
8771,Katice Opačić 1,63
4763,Oš Vojvoda Putnik,63
7501,Široki Put,63
6751,Stanka Tišme,63
5614,Blok 63,63
4810,Minel 2,63
4811,Minel 2,63
4767,Minel 3,63
4768,Minel 3,63
4769,Minel 3,63
4761,Oš Vojvoda Putnik,63
4771,Minel 2,63
4772,Minel 2,63
4770,Minel 2,63
5580,Naselje Česma,63
5193,Naselje Česma,63
3507,Vojvođanska,63
5868,Ripanj /Centar/,63
3495,Raška Dimitrijevića,63
5184,Rasadnik,63
5862,Ripanj /Brdo/,63
5191,Naselje Česma,63
5192,Naselje Česma,63
5861,Ripanj /Brdo/,63
3476,Dom Penzionera,63
3522,Batajnica /Železnička Stanica/,63
7555,Oš Vojvoda Putnik,63
7556,Oš Vojvoda Putnik,63
5856,Rašin Majdan,63
5855,Rašin Majdan,63
7557,Oš Vojvoda Putnik,63
7558,Hajdučki Potok,63
7543,Katice Opačić,63
7712,Žikina (Prilaz),63
6724,Jovana Brankovića,63
7559,Hajdučki Potok,63
7560,Hajdučki Potok,63
7540,Novosadska,63
7561,Hajdučki Potok,63
7562,Hajdučki Potok,63
7563,Hajdučki Potok,63
5579,Naselje Česma,63
5867,Ripanj /Centar/,63
1830,Katarine Ivanović,62
2742,Novo Naselje,62
3550,Dobrivoja Jovanovića,62
6241,Naselje Vinogradi,62
3498,Vojvođanska,62
3492,Raška Dimitrijevića,62
3892,V. Moštanica /Centar/,62
8074,Prvomajska,62
8080,Privredna Zona,62
8086,Miodraga Pešića,62
8092,Oš Nikola Tesla,62
8098,Ravan (Ulaz),62
8989,Rušanj (Drobnjački Kraj),62
8988,Rušanj (Drobnjački Kraj),62
8987,Rušanj (Drobnjački Kraj),62
8104,Kremenje,62
2748,Avalska,62
8110,Leštane (Centar),62
1836,Umljenovićeva,62
7577,Mz Velika Moštanica,62
7580,Mz Velika Moštanica,62
1842,Medaković 2,62
5858,Rašin Majdan,62
5865,Ripanj /Brdo/,62
5870,Ripanj /Centar/,62
5871,Ripanj /Centar/,62
6969,Lazara Trifunovića,62
5660,V. Moštanica /Centar/,62
5669,Dobrivoja Jovanovića,62
5611,Blok 63,62
2699,Oš Đura Jakšić,62
3453,Nedeljka Gvozdenovića,62
5859,Rašin Majdan,62
5864,Ripanj /Brdo/,62
2695,Kanarevo Brdo /Dom Zdravlja/,62
6963,Matice Srpske /Pijaca/,62
6962,Matice Srpske /Pijaca/,62
6968,Lazara Trifunovića,62
5928,Glumčevo Brdo /Gorčinac/,62
6570,Glumčevo Brdo 1,62
2698,Oš Đura Jakšić,62
3203,Zeleni Venac,62
2696,Kanarevo Brdo /Dom Zdravlja/,62
7362,Banatska,61
1917,Trg Republike,61
6584,Dobanovačka Petlja,61
6590,Naselje Okrajak,61
7193,Partizanska 2,61
7356,Bačka,61
5336,Partizanska 1,61
6721,Grmovac /25.Nova/,61
6722,Grmovac /25.Nova/,61
6723,Grmovac /25.Nova/,61
9104,Vojina Jugovića,60
6104,Ritopek,60
2812,Kontaktor,60
2806,Inos,60
6742,Ljiljane Krstić,60
9095,Rifata Burdževića,60
6105,Ritopek,60
7196,Partizanska 2,60
6593,Naselje Okrajak,60
6587,Dobanovačka Petlja,60
9107,Kaluđerica (Put Za Institut),60
9092,Dragoljuba Stojanovića,60
3537,Vrtić Milica,60
3966,Jabučki Rit,60
6775,Zire Adamović,60
6772,Pavla Vujisića,60
6769,Viktora Starčića,60
1833,Umljenovićeva,60
6766,Altina,60
6472,Pkb Kovilovo,60
9077,Cerska,60
1839,Medaković 2,60
2818,Ateks,60
5339,Partizanska 1,60
9080,Meše Selimovića,60
9086,Dragoljuba Stojanovića,60
4974,Like Ružića,60
4968,Mz Rušanj,60
9090,Kaluđerica (Višnjićeva),60
9083,Rifata Burdževića,60
9091,Kaluđerica (Višnjićeva),60
6778,Abebe Bikila,60
9101,Cerska,60
6736,Dobanovački Put,60
2824,Bele Vode,60
1827,Katarine Ivanović,60
9098,Meše Selimovića,60
9074,Vojina Jugovića,60
7318,Abebe Bikila,59
7647,Vojvode Vlahovića,59
7641,Vojvode Vlahovića 1,59
6373,Mesara,59
7694,Mate Miloševića,59
7695,Mate Miloševića,59
7698,Miljana Miljanića,59
7321,Zire Adamović,59
7276,Stefana Kneževica,59
7697,Miljana Miljanića,59
6376,Mesara,59
7324,Pavla Vujisića,59
2803,Inos,59
7277,Stefana Kneževica,59
7640,Vojvode Vlahovića 1,59
7646,Vojvode Vlahovića,59
6858,Prote Jeftimija Ivanovića,59
6873,Dr Živka Bertića,59
7271,Sekule Vitkovića,59
2815,Ateks,59
2821,Bele Vode,59
7327,Viktora Starčića,59
7353,Bačka,59
7315,Dobanovački Put,59
7272,Sekule Vitkovića,59
7330,Altina,59
7704,Milovana Vidakovića,59
7703,Milovana Vidakovića,59
7701,Vojvode Vlahovića 2,59
6872,Dr Živka Bertića,59
7700,Vojvode Vlahovića 2,59
7270,Sekule Vitkovića,59
2809,Kontaktor,59
7273,Dr Laze Kostića,59
7274,Dr Laze Kostića,59
6856,Prote Jeftimija Ivanovića,59
6857,Prote Jeftimija Ivanovića,59
6871,Dr Živka Bertića,59
7275,Dr Laze Kostića,59
7359,Banatska,59
7278,Stefana Kneževica,59
5803,Ulaz U Bečmen,59
3416,Batajnica /Železnička Rampa/,59
5806,Ulaz U Bečmen,59
3534,Vrtić Milica,59
5186,Src Surčin,59
5187,Src Surčin,59
8109,Leštane (Ravan),59
8108,Leštane (Ravan),59
5365,Bečmen Naselje,59
5368,Bečmen Naselje,59
5371,Maksin Sokak,59
5374,Maksin Sokak,59
5377,Bečmen /Centar/,59
8925,Vojvode Vlahovića (Terminus),59
3410,Batajnica (Centar),59
8926,Vojvode Vlahovića (Terminus),59
8656,Pružni Prelaz,59
8655,Pružni Prelaz,59
6850,Busije /Ulaz/,58
6851,Busije /Ulaz/,58
6852,Busije /Ulaz/,58
6853,Prote Jeftimija Ivanovića,58
6854,Prote Jeftimija Ivanovića,58
8652,Pružni Prelaz,58
8653,Pružni Prelaz,58
6867,Nikole Begovića,58
6859,Savke Subotić,58
6866,Nikole Begovića,58
6865,Nikole Begovića,58
6864,Stanka Opačića Ćanice,58
6863,Stanka Opačića Ćanice,58
6862,Stanka Opačića Ćanice,58
5463,Busije,58
6860,Savke Subotić,58
6855,Prote Jeftimija Ivanovića,58
8919,Miljana Miljanića,58
8923,Vojvode Vlahovića (Terminus),58
5461,Busije,58
5462,Busije,58
5468,Busije 2,58
7643,Vojvode Vlahovića 1,58
7638,Vojvode Vlahovića,58
7644,Vojvode Vlahovića 1,58
5469,Busije 2,58
7637,Vojvode Vlahovića,58
7649,Vojvode Vlahovića 2,58
7650,Vojvode Vlahovića 2,58
8922,Vojvode Vlahovića (Terminus),58
5479,Grobljanska,58
5480,Grobljanska,58
5481,Grobljanska,58
5380,Bečmen /Centar/,58
8917,Mate Miloševića,58
8920,Miljana Miljanića,58
4971,Like Ružića,58
4965,Mz Rušanj,58
8916,Mate Miloševića,58
6861,Savke Subotić,58
5467,Busije 2,58
7267,Trandafila Duke,58
7264,Stanka Koraća,58
7265,Stanka Koraća,58
4012,Busije 1,58
4013,Busije 1,58
7266,Stanka Koraća,58
4011,Busije 1,58
7269,Trandafila Duke,58
7784,Bulevar Crvene Armije,58
7268,Trandafila Duke,58
3496,Raška Dimitrijevića,57
3509,Vojvođanska,57
7980,Polimark,57
6755,Busije 1,57
6754,Busije 1,57
3690,Petrovčić,57
9212,Preka Kaldrma,57
5616,Blok 63,57
3508,Vojvođanska,57
3500,Vojvođanska,57
3499,Vojvođanska,57
3497,Raška Dimitrijevića,57
7979,Polimark,57
3493,Raška Dimitrijevića,57
3494,Raška Dimitrijevića,57
6756,Busije 1,57
8252,Vinjage,57
8245,Ristin Potok,57
7973,Privredna Zona (Izlaz),57
7384,Šumsko Gazdinstvo,57
7387,Šumsko Gazdinstvo,57
8845,Susedgradska,57
8846,Vidikovačka,57
8847,Vidikovačka,57
8848,Vidikovačka,57
7974,Privredna Zona (Izlaz),57
8246,Ristin Potok,57
7976,Polimark,57
7977,Polimark,57
8253,Vinjage,57
5613,Blok 63,57
8251,Vinjage,57
8247,Ristin Potok,57
5615,Blok 63,57
8089,Oš Nikola Tesla,57
5612,Blok 63,57
5404,Petrovčić /Centar/,57
5386,Bečmenskih Ilegalaca,57
5389,Bečmen Ekonomija,57
5392,Bečmen Ekonomija,57
5395,Petrovčić /Ulaz/,57
5398,Petrovčić /Ulaz/,57
5401,Petrovčić /Centar/,57
6100,Zmaj Ognjenog Vuka,57
5407,Petrovčić,57
8101,Kremenje,57
5484,Grobljanska,57
5483,Grobljanska,57
5482,Grobljanska,57
6097,Zmaj Ognjenog Vuka,57
5472,Busije 2,57
5471,Busije 2,57
5470,Busije 2,57
5383,Bečmenskih Ilegalaca,57
3454,Nedeljka Gvozdenovića,57
3455,Nedeljka Gvozdenovića,57
5519,Milice Šuvaković,57
8095,Ravan (Ulaz),57
7378,Bečmen /Zabran/,57
8083,Miodraga Pešića,57
8077,Privredna Zona,57
8071,Prvomajska,57
8068,Zdravstvena St. Leštane I Vinča,57
5532,Privredna Zona (Ulaz),57
5531,Privredna Zona (Ulaz),57
5529,Svetozara Papića,57
5528,Svetozara Papića,57
5526,Svetozara Papića,57
5525,Svetozara Papića,57
5523,Milice Šuvaković,57
5522,Milice Šuvaković,57
5520,Milice Šuvaković,57
7381,Bečmen /Zabran/,57
8844,Susedgradska,57
8834,Bože Jeremića,57
8839,Bože Jeremića,57
7889,Ugrinovački Put 26. Deo,57
8841,Susedgradska,57
7887,Ugrinovački Put 26. Deo,57
7886,Ugrinovački Put 26. Deo,57
8833,Sretena Mladenovića Mike,57
8832,Sretena Mladenovića Mike,57
7884,Ugrinovački Put 12. Deo,57
8831,Sretena Mladenovića Mike,57
7883,Ugrinovački Put 12. Deo,57
7892,Naselje Mala Pruga,57
7881,Ugrinovački Put 12. Deo,57
7880,Ugrinovački Put 12. Deo,57
8840,Susedgradska,57
8438,Bečmen (Izlaz),57
8843,Susedgradska,57
8441,Bečmen (Izlaz),57
7874,Ljiljane Krstić,57
8842,Susedgradska,57
7890,Ugrinovački Put 26. Deo,57
7875,Ljiljane Krstić,57
8835,Bože Jeremića,57
8838,Bože Jeremića,57
7895,Naselje Mala Pruga,57
7234,Preka Kaldrma,57
8837,Bože Jeremića,57
8836,Bože Jeremića,57
7896,Naselje Mala Pruga,57
7893,Naselje Mala Pruga,57
4303,Grocka,56
5792,Garaža Novi Beograd,56
6386,Gradine,56
4300,Šumadijska,56
7787,Bulevar Crvene Armije,56
4645,Crkva,56
5666,Mz Železnik,56
6392,Trafostanica,56
4288,Gročica,56
4276,Suva Česma,56
3853,Crvenka,56
3982,Amd Grocka,56
4264,Put Za Zaklopaču,56
4282,Careva Glavica,56
6960,Blok 26,56
6959,Blok 26,56
4270,Usek,56
4294,Vase Čarapića,56
3854,Crvenka,56
4279,Careva Glavica,55
7800,Crkva Sv. Atanasija Velikog,55
6106,Ritopek /Centar/,55
5663,Mz Železnik,55
4297,Šumadijska,55
8676,Resnik (Patin Majdan),55
4737,Zadruga,55
5011,Crkva,55
6383,Gradine,55
8178,Mihajla Bandura,55
5654,Kosmajska,55
7107,Milana Nedeljkovića,55
4267,Usek,55
6420,Trafostanica,55
7101,Železnička Tehnička Stanica,55
8677,Resnik (Patin Majdan),55
4731,Oš Vasa Čarapić,55
4261,Put Za Zaklopaču,55
7113,Koste Cukića,55
4273,Suva Česma,55
6435,Strahinje Petrovića,55
7095,Novosadski Put,55
7119,Koste Alkovića,55
4725,Mz Pinosava,55
6599,Zvezdara,55
4404,Svetosavska,55
4425,Duboko,55
4422,Kralja Petra Prvog,55
4419,Kralja Petra Prvog,55
4416,Prokop,55
4413,Prokop,55
7424,Borisa Kidriča,55
4410,Mali Lug,55
4407,Mali Lug,55
4401,Svetosavska,55
6521,Milorada Ćirića,55
7416,Železnička Tehnička Stanica 1,55
4348,Ulica Revolucije,55
4342,Zelengora,55
4291,Vase Čarapića,55
7083,Koste Brankovića ,55
4336,Begaljica /Ulaz/,55
4330,Vinogradi,55
3979,Amd Grocka,55
4324,Begaljički Most,55
4318,Bosansko Naselje,55
4312,15. Maja,55
4306,Ja,55
4285,Gročica,55
6389,Trafostanica,55
4443,Ritopek /Centar/,55
4431,Ritopek /Ulaz/,55
4440,Ritopek /Škola/,55
4434,Ritopek /Ulaz/,55
6956,Blok 26,55
8810,Groblje,55
4437,Ritopek /Škola/,55
4428,Duboko,55
6957,Blok 26,55
1516,Cvetni Trg,54
1514,Cvetni Trg,54
4029,Balkan,54
3551,Dobrivoja Jovanovića,54
4026,Balkan,54
1517,Cvetni Trg,54
2678,Ostružnica 1,54
1519,Smiljanićeva,54
1511,Tašmajdan,54
5651,Kosmajska,54
1513,Cvetni Trg,54
1522,Smiljanićeva,54
7549,Sibnička Nova 4. Deo,54
6414,Školsko Dobro,54
3990,Rafinerija,54
7546,Sibnička Nova 4. Deo,54
3975,Politika,54
4050,Sibnica,54
5661,V. Moštanica /Centar/,54
3972,Politika,54
4053,Sibnica,54
3987,Hidrotehnika,54
6088,Vikend Naselje 1,54
4056,Mz Reva /Mali Raj/,54
7290,Go Vračar,54
6529,Stovarište,54
6010,Ribarska,54
7657,Boljevci (Ribolovački Klub),54
1523,Smiljanićeva,54
4047,Deseti Kilometar,54
4044,Deseti Kilometar,54
4041,Naselje Ilić,54
7578,Mz Velika Moštanica,54
3993,Rafinerija,54
7289,Go Vračar,54
6004,Šest Topola,54
1556,Zemun (Novi Grad),54
5992,Jakovo Čelik,54
6022,Boljevci /Centar/,54
1532,Internacionalnih Brigada,54
7581,Mz Velika Moštanica,54
1531,Internacionalnih Brigada,54
3969,Progres,54
4038,Naselje Ilić,54
4035,Radiostanica,54
4032,Radiostanica,54
1520,Smiljanićeva,54
3984,Hidrotehnika,54
6148,Slovačko Groblje,54
2677,Ostružnica 1,54
5998,Boljevci /Zapis/,54
6016,Relje Oparušića,54
3996,Janko Lisjak,54
2771,Ostružnica 2,54
8323,Tc Zmaj,54
7958,Oš Danilo Kiš,54
7959,Oš Danilo Kiš,54
6028,Boljevci /Izlaz/,54
2774,Pećani,54
7292,Go Vračar,54
7940,Generala Vladimira Kondića,54
2773,Pećani,54
8269,Metro,54
3999,Blok Braća Marić,54
7941,Generala Vladimira Kondića,54
4002,Progres,54
2770,Ostružnica 2,54
4005,Janko Lisjak,54
6046,Bojčinska Šuma,54
4008,Blok Braća Marić,54
6040,Živača /Izlaz/,54
7952,Timočke Divizije,54
6034,Živača Ribnjak,54
7946,Pukovnika Petra Mišića,54
6793,Mz Reva /Mali Raj/,54
6900,Zelengora,54
6899,Zelengora,54
6883,12.Avgusta,54
7421,Borisa Kidriča,54
9127,Tc Zmaj,54
1510,Tašmajdan,54
6052,Progar /Ulaz/,54
6232,Prilivak,54
5670,Dobrivoja Jovanovića,54
4309,15. Maja,54
4315,Bosansko Naselje,54
4321,Begaljički Most,54
2983,Cvijićeva,54
7293,Go Vračar,54
4327,Vinogradi,54
6750,Školsko Dobro,54
4333,Begaljica /Ulaz/,54
4339,Zelengora,54
7953,Timočke Divizije,54
1508,Tašmajdan,54
1507,Tašmajdan,54
4345,Ulica Revolucije,54
7934,Generala Štefanika,54
7935,Generala Štefanika,54
6253,Druga Nova,54
3893,V. Moštanica /Centar/,54
8357,Živača,54
7947,Pukovnika Petra Mišića,54
6055,Progar /Centar/,54
2825,Bele Vode,53
7092,Novosadski Put,53
2807,Inos,53
2819,Ateks,53
6116,Brodotehnika,53
8025,Kineski Tržni Centar,53
6911,Zelengora,53
8813,Donji Kraj,53
7371,Koste Brankovića,53
7413,Železnička Tehnička Stanica 1,53
5415,Bežanijska Kosa,53
5414,Bežanijska Kosa,53
8003,Miljakovačke Staze 2,53
8769,Miljakovac 3,53
8770,Miljakovac 3,53
8001,Miljakovačke Staze 1,53
8004,Miljakovačke Staze 2,53
5781,Ostružnica 2,53
8006,Miljakovačke Staze 2,53
8007,Miljakovačke Staze 2,53
5780,Ostružnica 2,53
5778,Pećani,53
5777,Pećani,53
6912,Zelengora,53
5299,Stevana Jovanovića,53
8000,Miljakovačke Staze 1,53
5735,Ostružnica 1,53
7992,Miljakovački Izvori,53
6113,Neoplanta,53
7797,Crkva Sv. Atanasija Velikog,53
5275,Surčinska Petlja,53
6801,Trafostanica,53
4743,Groblje,53
6120,Brodotehnika,53
4740,Zadruga,53
5269,Surčin /Izlaz/,53
6117,Brodotehnika,53
7098,Železnička Tehnička Stanica,53
5263,Braće Suzić,53
5736,Ostružnica 1,53
2813,Kontaktor,53
4728,Mz Pinosava,53
7116,Koste Alkovića,53
5715,Umka-Centar,53
6110,Neoplanta,53
6111,Neoplanta,53
5714,Umka-Centar,53
4734,Oš Vasa Čarapić,53
7104,Milana Nedeljkovića,53
5698,Surčin /Centar/,53
7991,Miljakovački Izvori,53
6114,Neoplanta,53
7997,Miljakovačke Staze 1,53
8175,Mihajla Bandura,53
5760,Bbp Makiš,53
7110,Koste Cukića,53
5759,Bbp Makiš,53
5293,Bezdan,53
5757,Bbp Makiš,53
5756,Bbp Makiš,53
5287,Naselje Pik,53
7998,Miljakovačke Staze 1,53
6119,Brodotehnika,53
7995,Miljakovac 3,53
8266,Metro,53
6804,Strahinje Petrović,53
7994,Miljakovac 3,53
6688,Batajnica /Železnička Stanica/,53
5281,Industrijska Zona Dobanovci,53
7513,Prvomajska,52
7522,Dvadesetog Oktobra ,52
7531,Pijaca ,52
8164,Dinarska,52
8165,Dinarska,52
8354,Živača,52
8166,Dinarska,52
7528,Narodnog Fronta,52
7519,Bosanska,52
7516,Mage Magazinović,52
5296,Bezdan,52
7510,Oš Desanka Maksimović,52
7507,Oš Desanka Maksimović,52
5302,Stevana Jovanovića,52
134,Dinarska,52
8861,Jerusalimska,52
5308,Dobanovci /Centar/,52
5337,Partizanska 1,52
5290,Naselje Pik,52
5284,Industrijska Zona Dobanovci,52
133,Dinarska,52
6591,Naselje Okrajak,52
132,Dinarska,52
6585,Dobanovačka Petlja,52
6877,Progar /Centar/,52
5278,Surčinska Petlja,52
6880,12. Avgusta,52
7194,Partizanska 2,52
5272,Surčin /Izlaz/,52
7552,Kolarska,52
5266,Braće Suzić,52
6085,Vikend Naselje 1,52
6031,Živača Ribnjak,52
6007,Ribarska,52
7943,Pukovnika Petra Mišića,52
6250,Druga Nova,52
7955,Oš Danilo Kiš,52
6145,Slovačko Groblje,52
6025,Boljevci /Izlaz/,52
6019,Boljevci /Centar/,52
2816,Ateks,52
6013,Relje Oparušića,52
2822,Bele Vode,52
6001,Šest Topola,52
6037,Živača /Izlaz/,52
5995,Boljevci /Zapis/,52
5989,Jakovo Čelik,52
6229,Prilivak,52
7931,Generala Štefanika,52
7950,Timočke Divizije,52
7932,Generala Štefanika,52
7937,Generala Vladimira Kondića,52
7938,Generala Vladimira Kondića,52
7949,Timočke Divizije,52
